"STACK" "SEQ" "BIOREP" "DATE" "STRAIN" "FLUORS" "CELL" "SATELLITE" "DAPINORMMEAN" "MEAN" "TECHREP"
"809" "Stack.tif:0002-0049:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.14248704663212 8820 "1"
"8115" "Stack.tif:0003-0058:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.08548009367681 9270 "1"
"8215" "Stack.tif:0004-0063:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.806209850107066 7530 "1"
"838" "Stack.tif:0005-0074:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.26742712294043 10000 "1"
"848" "Stack.tif:0006-0086:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.945916114790287 8570 "1"
"858" "Stack.tif:0007-0101:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.25307125307125 10200 "1"
"868" "Stack.tif:0008-0131:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.06799531066823 9110 "1"
"878" "Stack.tif:0009-0133:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.996897621509824 9640 "1"
"888" "Stack.tif:0010-0132:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.841747572815534 8670 "1"
"898" "Stack.tif:0011-0152:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.01288936627282 9430 "1"
"908" "Stack.tif:0012-0165:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.18805590851334 9350 "1"
"9115" "Stack.tif:0013-0172:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.22572815533981 10100 "1"
"9215" "Stack.tif:0014-0179:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.075 9460 "1"
"938" "Stack.tif:0015-0200:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.14155251141553 10000 "1"
"948" "Stack.tif:0016-0201:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.13936927772126 11200 "1"
"958" "Stack.tif:0017-0202:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.08421052631579 10300 "1"
"968" "Stack.tif:0018-0213:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.963963963963964 10700 "1"
"978" "Stack.tif:0019-0214:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.896551724137931 8580 "1"
"988" "Stack.tif:0020-0222:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.01507537688442 10100 "1"
"998" "Stack.tif:0021-0258:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.12099644128114 9450 "1"
"1008" "Stack.tif:0022-0263:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.00338983050847 8880 "1"
"10115" "Stack.tif:0023-0264:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.10509209100758 10200 "1"
"10215" "Stack.tif:0024-0277:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.950733752620545 9070 "1"
"1038" "Stack.tif:0025-0283:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.02941176470588 10500 "1"
"1048" "Stack.tif:0026-0292:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.837614678899083 9130 "1"
"1058" "Stack.tif:0027-0330:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.06573275862069 9890 "1"
"1068" "Stack.tif:0028-0339:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.06666666666667 10400 "1"
"1078" "Stack.tif:0029-0342:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.969104016477858 9410 "1"
"1088" "Stack.tif:0030-0343:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.08421052631579 10300 "1"
"1098" "Stack.tif:0031-0346:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.07701421800948 9090 "1"
"11015" "Stack.tif:0032-0355:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.13610798650169 10100 "1"
"11115" "Stack.tif:0033-0375:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.20481927710843 11000 "1"
"11215" "Stack.tif:0034-0380:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.13910186199343 10400 "1"
"11315" "Stack.tif:0035-0382:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.762135922330097 7850 "1"
"1149" "Stack.tif:0036-0401:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.13122171945701 10000 "1"
"1158" "Stack.tif:0037-0414:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.08583247156153 10500 "1"
"1168" "Stack.tif:0038-0458:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 1.14678899082569 10000 "1"
"1178" "Stack.tif:0039-0521:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "03" "MAJOR" 0.92004048582996 9090 "1"
"3925" "Stack.tif:0001-0048:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.21564482029598 11500 "1"
"4016" "Stack.tif:0002-0059:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.991596638655462 11800 "1"
"4118" "Stack.tif:0003-0069:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.08571428571429 11400 "1"
"4217" "Stack.tif:0004-0094:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.25471698113208 13300 "1"
"4317" "Stack.tif:0005-0093:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.02941176470588 10500 "1"
"4417" "Stack.tif:0006-0134:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.02564102564103 12000 "1"
"4517" "Stack.tif:0007-0134:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.23853211009174 13500 "1"
"4616" "Stack.tif:0008-0159:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.910714285714286 10200 "1"
"4716" "Stack.tif:0009-0164:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.902255639097744 12000 "1"
"4815" "Stack.tif:0010-0165:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.08490566037736 11500 "1"
"4912" "Stack.tif:0011-0181:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.05982905982906 12400 "1"
"507" "Stack.tif:0012-0183:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.128 14100 "1"
"5115" "Stack.tif:0013-0189:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.947368421052632 12600 "1"
"5213" "Stack.tif:0014-0209:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.1031746031746 13900 "1"
"537" "Stack.tif:0015-0217:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.16666666666667 14000 "1"
"547" "Stack.tif:0016-0222:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.14159292035398 12900 "1"
"557" "Stack.tif:0017-0220:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.711267605633803 10100 "1"
"567" "Stack.tif:0018-0224:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.12781954887218 10500 "1"
"577" "Stack.tif:0019-0227:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.18852459016393 14500 "1"
"587" "Stack.tif:0020-0234:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.21666666666667 14600 "1"
"597" "Stack.tif:0021-0236:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.23246492985972 12300 "1"
"607" "Stack.tif:0022-0238:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.963302752293578 10500 "1"
"6115" "Stack.tif:0023-0260:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.23076923076923 16000 "1"
"6213" "Stack.tif:0024-0263:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.192 14900 "1"
"637" "Stack.tif:0025-0268:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.01459854014599 13900 "1"
"647" "Stack.tif:0026-0288:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.06481481481481 11500 "1"
"657" "Stack.tif:0027-0291:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.16363636363636 12800 "1"
"667" "Stack.tif:0028-0294:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.05454545454545 11600 "1"
"677" "Stack.tif:0029-0293:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.952755905511811 12100 "1"
"687" "Stack.tif:0030-0295:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.09565217391304 12600 "1"
"697" "Stack.tif:0031-0315:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.10169491525424 13000 "1"
"707" "Stack.tif:0032-0318:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.992647058823529 13500 "1"
"7115" "Stack.tif:0033-0325:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.05607476635514 11300 "1"
"7213" "Stack.tif:0034-0329:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.04166666666667 12500 "1"
"737" "Stack.tif:0035-0337:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.05755395683453 14700 "1"
"747" "Stack.tif:0036-0345:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1.17557251908397 15400 "1"
"757" "Stack.tif:0037-0362:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 0.976744186046512 12600 "1"
"767" "Stack.tif:0038-0402:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "04" "MAJOR" 1 11300 "1"
"3926" "Stack.tif:0001-0033:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.28882833787466 9460 "1"
"4017" "Stack.tif:0002-0073:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.27858627858628 12300 "1"
"4119" "Stack.tif:0003-0114:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.14308426073132 7190 "1"
"4218" "Stack.tif:0004-0120:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.35632183908046 11800 "1"
"4318" "Stack.tif:0005-0138:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.25139664804469 11200 "1"
"4418" "Stack.tif:0006-0182:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.33333333333333 14000 "1"
"4518" "Stack.tif:0007-0191:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.54462242562929 13500 "1"
"4617" "Stack.tif:0008-0202:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.56216790648247 14700 "1"
"4717" "Stack.tif:0009-0209:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.45045965270684 14200 "1"
"4816" "Stack.tif:0010-0211:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.2421875 15900 "1"
"4913" "Stack.tif:0011-0215:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.32380952380952 13900 "1"
"508" "Stack.tif:0012-0221:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.57843137254902 16100 "1"
"5116" "Stack.tif:0013-0231:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.33738601823708 13200 "1"
"5214" "Stack.tif:0014-0250:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.36290322580645 16900 "1"
"538" "Stack.tif:0015-0261:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.34010152284264 13200 "1"
"548" "Stack.tif:0016-0264:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.47058823529412 15000 "1"
"558" "Stack.tif:0017-0267:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.42990654205607 15300 "1"
"568" "Stack.tif:0018-0271:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.41441441441441 15700 "1"
"578" "Stack.tif:0019-0272:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.1448275862069 16600 "1"
"588" "Stack.tif:0020-0281:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.33962264150943 14200 "1"
"598" "Stack.tif:0021-0300:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.25190839694656 16400 "1"
"608" "Stack.tif:0022-0310:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.36893203883495 14100 "1"
"6116" "Stack.tif:0023-0319:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.39008620689655 12900 "1"
"6214" "Stack.tif:0024-0320:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.32173913043478 15200 "1"
"638" "Stack.tif:0025-0325:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.39047619047619 14600 "1"
"648" "Stack.tif:0026-0333:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.74509803921569 17800 "1"
"658" "Stack.tif:0027-0344:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.29268292682927 15900 "1"
"668" "Stack.tif:0028-0351:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.18705035971223 16500 "1"
"678" "Stack.tif:0029-0356:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.28082191780822 18700 "1"
"688" "Stack.tif:0030-0369:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.55857740585774 14900 "1"
"698" "Stack.tif:0031-0381:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.42245989304813 13300 "1"
"708" "Stack.tif:0032-0403:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.30699088145897 12900 "1"
"7116" "Stack.tif:0033-0454:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.13938053097345 10300 "1"
"7214" "Stack.tif:0034-0461:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.40672782874618 13800 "1"
"738" "Stack.tif:0035-0462:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 8.43672456575682 3400 "1"
"748" "Stack.tif:0036-0470:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.35523613963039 13200 "1"
"758" "Stack.tif:0037-0475:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.72661870503597 14400 "1"
"768" "Stack.tif:0038-0490:FISH" "SeqBSeqC" "1" "11.16.19.lif" "LEWES" "B-FITC-C-Txred" "07" "MAJOR" 1.40127388535032 13200 "1"
"1150" "Stack.tif:0001-0110:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.826666666666667 6200 "1"
"2134" "Stack.tif:0002-0119:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.952160493827161 6170 "1"
"3134" "Stack.tif:0003-0123:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.815756035578145 6420 "1"
"4100" "Stack.tif:0004-0167:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.912857142857143 6390 "1"
"539" "Stack.tif:0005-0183:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.765217391304348 6160 "1"
"639" "Stack.tif:0006-0239:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.81840490797546 6670 "1"
"739" "Stack.tif:0007-0253:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.723768736616702 6760 "1"
"839" "Stack.tif:0008-0259:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 1.00409276944065 7360 "1"
"939" "Stack.tif:0009-0265:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.872049689440994 7020 "1"
"1039" "Stack.tif:0010-0280:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.858573216520651 6860 "1"
"1159" "Stack.tif:0011-0318:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.864385297845374 6820 "1"
"1227" "Stack.tif:0012-0321:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.803203661327231 7020 "1"
"1327" "Stack.tif:0013-0363:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.89937106918239 7150 "1"
"1427" "Stack.tif:0014-0367:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.719339622641509 6100 "1"
"1527" "Stack.tif:0015-0402:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.840336134453782 7000 "1"
"1627" "Stack.tif:0016-0418:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.885578069129917 7430 "1"
"1727" "Stack.tif:0017-0422:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.894862604540024 7490 "1"
"1827" "Stack.tif:0018-0421:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.689385474860335 6170 "1"
"1927" "Stack.tif:0019-0443:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.72972972972973 6750 "1"
"2027" "Stack.tif:0020-0446:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.842105263157895 6720 "1"
"2135" "Stack.tif:0021-0473:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.856382978723404 6440 "1"
"2227" "Stack.tif:0022-0480:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.79837775202781 6890 "1"
"2327" "Stack.tif:0023-0500:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.833333333333333 6800 "1"
"2427" "Stack.tif:0024-0499:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.780742459396752 6730 "1"
"2527" "Stack.tif:0025-0513:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.686468646864686 6240 "1"
"2627" "Stack.tif:0026-0528:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.80045871559633 6980 "1"
"2727" "Stack.tif:0027-0532:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.715437788018433 6210 "1"
"2827" "Stack.tif:0028-0537:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.794765840220386 5770 "1"
"2927" "Stack.tif:0029-0538:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.789133247089263 6100 "1"
"3027" "Stack.tif:0030-0545:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.758539458186101 6440 "1"
"3135" "Stack.tif:0031-0560:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.757217847769029 5770 "1"
"3227" "Stack.tif:0032-0568:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.765177548682703 6680 "1"
"3327" "Stack.tif:0033-0593:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.806134969325153 6570 "1"
"3427" "Stack.tif:0034-0594:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.725770925110132 6590 "1"
"3527" "Stack.tif:0035-0600:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.798339264531435 6730 "1"
"3627" "Stack.tif:0036-0614:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.894117647058824 7600 "1"
"3726" "Stack.tif:0037-0627:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.747835497835498 6910 "1"
"3826" "Stack.tif:0038-0628:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.841523341523342 6850 "1"
"3927" "Stack.tif:0039-0635:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "08" "MAJOR" 0.795758928571429 7130 "1"
"4018" "Stack.tif:0001-0045:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "09" "MAJOR" 1.17002518891688 9290 "1"
"4120" "Stack.tif:0002-0076:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "09" "MAJOR" 1.50678733031674 9990 "1"
"4219" "Stack.tif:0003-0090:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "09" "MAJOR" 1.06400966183575 8810 "1"
"4319" "Stack.tif:0004-0119:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "09" "MAJOR" 1.27169274537696 8940 "1"
"4419" "Stack.tif:0005-0123:FISH" "SeqBSeqC" "1" "11.16.19" "LEWES" "B-FITC-C-Txred" "09" "MAJOR" 1.2381562099872 9670 "1"
