"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC30" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC40" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC50" "PC51" "PC52" "PC53" "PC54" "PC55" "PC56" "PC57" "PC58" "PC59" "PC60" "PC61" "PC62" "PC63" "PC64" "PC65" "PC66" "PC67" "PC68" "PC69" "PC70" "PC71" "PC72" "PC73" "PC74" "PC75" "PC76" "PC77" "PC78" "PC79" "PC80" "PC81" "PC82" "PC83" "PC84" "PC85" "PC86" "SAMPLE" "STRAIN" "SUBSPECIES"
"A/J LB5442420" -9.63156286883076 -0.0831980074093865 0.602165091336246 -0.144853492304942 -0.128131983037758 0.177664222547451 0.162010370163786 0.182030651208964 0.0731533911799138 0.181747717261509 0.0266599249234309 -0.112441209301516 0.0551339982464985 0.0471480255864422 0.0237835084486179 0.0171665584488053 -0.00179937403505212 -0.0269976706940421 0.0127158297836016 0.00791789888226483 0.0097122462943087 0.00559687196088133 -0.013495025505217 0.0157212715186045 0.0143358239847261 0.00951944156589826 -0.00114696179868084 -0.004302120101625 -0.000987335027154423 0.0120397087842296 -0.00974238644666871 -0.00877325191743728 -0.00784641423751651 -0.00132120700432858 -0.00821829957820482 -0.00115730893348553 -0.000113231408716264 -0.00126506005550774 -0.00119539522885428 -0.00294738687324514 8.68793871920404e-05 -0.00279804617588098 -0.00335548906923733 0.000713582487146084 0.00284174303990941 -0.000743914242401979 0.00176545265343249 -0.000945546640466116 0.0010275920983962 -0.00110910806060419 -0.00372186356814625 -0.00133375374039801 0.00102482598285532 -0.000867520046578071 0.00124735944136838 0.00106630547010693 0.00102354900079607 -0.000685281862577981 0.000562779801085385 -0.00180759274461935 0.00138141591014757 -0.000257196583117625 0.000712283861003221 0.00206474813011007 -0.00114947462252942 -0.000663626112303035 0.0035005713204259 0.00040734174492342 -0.0006253856133576 -0.00220776980559239 0.00306234408976075 6.2901814644481e-05 0.00072374062387276 8.06060798993636e-05 -0.00135666317408553 8.47688107864317e-05 -0.00351900821434047 -0.000867510634201762 0.00157340800762197 -0.00136287403037158 0.000226514838453221 -0.00012636065094067 -0.000215939340150441 -0.000428178377891726 0.000235251724865576 -3.60128593612785e-15 "A/J" "Inbred" "domesticus"
"A/J LB7469040" -10.3570976685164 -0.134880624420866 0.689520885371746 -0.047340405367776 -0.049194217608559 0.134252353149781 0.181424970138897 0.214710110083243 0.045820846683827 0.149142590552767 0.0393175860206907 -0.130353105191011 -0.129099043863828 0.0506499043470942 -0.00280516449018173 0.0383465640106103 -0.0386247354186692 -0.0152507655129114 0.00745648841969984 -0.0552758713514276 -0.00643434726831912 0.0228134956816964 -0.039843381472692 -0.0189820864832366 -0.0194553917300999 0.0231215566596014 0.00949271744230648 -0.0220200746705113 -0.00523175206142466 -0.0160849182851065 -0.00410454581390604 -0.0096069522112492 0.00654093795321588 -0.00485102759492859 0.00616008095859243 0.00116797693791513 -0.0118565827072571 0.00457636620044213 -0.0006188098921137 0.000125026153504883 0.00440191877957508 0.00710646462647425 0.000753674719386199 -0.000648502221256886 -0.00175559436961225 -0.00352649261003406 0.0037386714552146 -0.001417829563869 -0.0026581334963682 0.000330957034734337 -0.00100145244244757 -5.81090986610036e-05 0.00418439905204767 -0.000755635299251531 -0.00113562195607235 0.003312080116337 0.000573260033893047 -0.000885276715051415 0.000772936877168479 -0.00170435440715563 0.000328299018823008 -0.00196187763518505 -0.000639044763508373 -0.000884798561699575 -0.000637940760434316 0.000431125355194135 -0.0021953188297571 0.0012635009850227 0.00179248830636009 0.000937787308880277 -0.0014180110587006 0.00125495388197502 -0.00123982271725709 -0.000345767432664384 -0.000427349465527898 -0.000675543269871957 0.000378808724643293 -0.00037014577332499 -0.000906706168294403 -0.000299432201282316 0.000952678843667357 -0.000255583487052404 -0.000207371649408553 0.000106568450704114 -0.00018262592066054 -2.79637424327461e-15 "A/J" "Inbred" "domesticus"
"C3H/HeJ LB3888055" -10.345037544649 -0.113802821147541 -0.231482011618546 -0.137539584526703 0.0119874187702327 0.216884153241818 0.142687966406098 0.136321055341862 0.0311609970056074 0.121241464975399 -0.0385545022592877 -0.107537672098089 0.0365495865132433 -0.00544226747265718 0.00542824604152691 -0.0149576250992584 -0.00769555802121388 0.0422294652005008 0.00633164060160684 -0.00625830098669568 0.0285238334836209 -0.018242420447128 -0.0140797566955303 0.00713714413261514 0.0117030113400538 -0.0123698268310091 0.0103559242676412 0.00735427088176771 -0.0120794892808309 -0.00475127292144759 -0.00629328527405047 -0.00406440593339402 -0.00596641515629718 -0.0117602022463752 0.00254929544259062 0.0036790451283201 0.00329025990638332 -0.0111059412309723 0.00295722330147066 -0.00320640896908302 1.83553730852271e-05 0.00431438227419578 0.00564197546127161 -0.0002278950259134 -0.00624683925019253 0.00507410492295635 -0.0024990148557671 0.00126143377879218 -0.000798848173067695 0.00132512982199658 0.000232168986527318 -5.58138482408752e-05 -0.00156651112325636 0.000791065472494801 -0.00113073344555671 -0.00265559986228193 0.00118500018866311 0.00144719472446491 -0.000422588181928248 0.000700933526880651 -0.00257835526016695 0.0010835053961858 -5.91036281018115e-05 0.000326540723548652 0.000441959767641161 0.00107853934056215 -0.000178849176163978 -0.00116768783661947 -0.000474179174886832 0.000657947693276443 -0.000164179345243633 0.00141318131779308 -0.000429740961666508 0.000699699121105297 -0.000805314172896833 0.000891162692659072 -0.000296148310933135 -0.000464395537205085 0.000607395374331108 0.000662701147730912 -0.00126214725820283 0.000540436107755332 -0.00131838195311753 0.0017245156536097 -0.000276070983648513 -3.52495810318487e-15 "C3H/HeJ" "Inbred" "domesticus"
"C3H/HeJ LB4505626" -10.1149873265352 -0.201850918148025 -0.199712964408579 -0.103220745122668 0.0323861695690379 0.14061307830661 0.210727126190543 0.126012909667911 0.0290644916536992 0.0909632915323869 0.0171712159468785 -0.119504695221857 0.0531151258926374 -0.0290895157170367 0.00476245816405132 -0.0146847999478267 -0.00298807190137469 0.0459078959287147 0.00526486435105861 -0.00351223901708837 0.0197545265509766 -0.00516654244238619 -0.0130405907134012 0.00349922632888378 0.0101076581501504 0.00079787307534894 0.00253097634898242 0.00776528554425943 0.000773590707923925 -0.00319960440234596 -0.0112771649495296 -0.00268947973480365 -0.00621604155809003 -0.0156152928901815 0.00613477476867653 -0.00310678032406774 -0.000362185705242338 -0.00765604132059766 0.00080759802203585 -0.000412678922271668 -0.00656855341381402 -0.00128105751038844 0.0032763005205345 0.000974617097921336 -0.00455191737523827 0.00518541331323496 -0.000357360305280967 -0.00132357262567913 0.000257566665342963 0.00148457229183297 0.00371505821817825 -0.00098212488328845 -0.00152592209839031 0.00173418213135548 -0.00217452889012659 -0.00147479394837426 -0.00030590356084877 -0.000220203118012616 -0.000135110232365277 0.000960985289128281 -0.00287381440235693 0.00140278530941452 -0.00040643858059955 -0.0015818967211427 0.000766497788277951 -0.000559832789533608 -0.00127214079637676 -0.00180931426441272 -0.000677216912686844 0.00098822463728428 -4.99506604176789e-05 0.000298093073385408 -0.00017969821828194 0.00018636431969114 0.000950642377530183 -2.11291034952973e-05 0.000535178663014376 -7.57214447102278e-06 -0.000394848159335263 -0.000442505278656061 0.000409210228745502 -0.000576941337994505 0.00163741172910321 -0.00183738225891247 0.000446271251276172 -3.67761376907083e-15 "C3H/HeJ" "Inbred" "domesticus"
"C57BL/6NJ LB3888056" -8.29149275698363 -0.553646466463444 0.593509978298323 -1.01199463092227 -0.329712163655886 0.0181021444008757 -0.0101216412305072 -0.11530288339742 0.0518448939489522 0.0833530830596953 0.101445661919933 -0.00265062087860203 0.0267879885322323 0.0481678219649029 0.054923046869546 0.0330891380885431 0.014356672073679 -0.0503194219160425 0.00877421285717407 -0.00815843339808261 -0.00071212847017903 -0.0242872811409835 -0.00225099026695592 -0.000303803846015647 -0.00947657398501946 0.0197883035917281 0.00445005938596761 -0.00698488348615691 0.0190573790897549 -0.000597335675528846 0.0135019814989423 0.0123962498143811 0.0150243474157135 0.013482452066417 0.0105125844432512 0.000911424754504938 0.00813099639028274 -0.011378671189335 -0.00991781169104338 0.00276319417224599 0.00275434882657578 -0.0049314563308498 0.00570547738349582 -0.00189376964266484 0.00444306504397839 0.00215835496305548 -0.00603596631194986 -0.000785980394239803 0.000325988166706532 0.00750972894978996 -0.00154051704917331 -0.00361970369342227 -0.00219730681214089 -0.00351279834467018 0.000332509836935235 0.00342453496553288 -0.0012162904919252 -0.00142364211500292 -0.00212178226671447 0.00154222231722701 -0.00120981212852788 -0.000272202692237218 -0.00264512220594786 -0.000331867962049211 -0.000782914937067242 -0.000703895410306514 -0.000826480176356895 0.000185636261917624 -0.00166811446671442 -0.000771617030344111 -0.000930137438484399 0.000128974295675099 -0.000787140145940807 -0.000336371575325154 0.000280746292384361 0.000877695942925014 -0.000142915414542174 -0.000397220009346069 0.000289159983672085 -0.000348560817977786 -0.000404080615831227 -5.46038719350713e-05 0.000187406721992342 9.32406914054273e-05 -8.43697131964888e-05 -2.22044604925031e-15 "C57BL/6NJ" "Inbred" "domesticus"
"C57BL/6NJ LB4505614" -7.99637863023888 -0.569578858067426 0.663255239559711 -0.943216669455285 -0.343388620434636 -0.065321674830147 0.074936630271295 0.00794041759995362 0.00293215901263654 0.0159049423547981 0.19661762750403 -0.00374621705669893 0.0456226844925797 0.0480645739702008 0.0250401548935362 -0.00136728036474633 -0.00936512692800413 -0.0162311964504679 0.00893739756321217 -0.0137820929738297 -0.0251309882864498 -0.0376272123653472 0.0164435654251124 -0.000136095286443121 0.00118654719296756 -0.00416025945547165 -0.00829212658166991 -0.0110691659748486 -0.0108418813409548 0.00415187618526259 0.0122570703621381 0.0179554744910261 0.00615989184917206 -0.00261801232992335 0.020522235166169 0.00753806231086239 0.0153990653649106 0.00173137706296816 0.00852415409131078 -0.000143325195564342 -0.0121132974382571 0.0014981933253806 0.00110181464178868 0.0092412119112756 -0.0028894329937901 -0.00148453743911388 0.00300327656014942 -0.00116597745000349 0.00238466961051398 -0.00546464317737607 0.000126663763965728 0.00227550629787181 0.0026801956770493 0.00219021690610769 0.00050213874432976 0.000768310974395475 0.000840200055209503 0.00285583661027539 0.00159707495259397 -0.000858161407434763 -0.000495488429162822 -0.00199532189865579 0.001247132551447 -0.0014811382158999 0.000536672234546488 6.37638607508192e-05 0.000723274548697795 0.00124539869600372 0.000791680267767096 0.00105344287341734 0.00121070770297899 -0.000407970506052666 0.000916658626128615 0.000248798833912179 -0.000526979606710684 -0.000485047730762359 3.81254690598387e-05 0.000264153325235786 -0.000197669039566825 2.11753785726893e-05 0.000108311002847666 8.96416916129506e-05 -5.84198424716346e-05 2.39478184744998e-05 -7.69068040860771e-05 -3.2612801348364e-15 "C57BL/6NJ" "Inbred" "domesticus"
"CAST/EiJ LB3888061" -7.36593718771467 1.01270565657922 1.59320506499477 0.236393238009291 -0.414249882833503 -0.399795648377057 -0.344591592548194 -0.342115451504974 0.0872736263232141 0.191486221912852 -0.0546568257704323 -0.0553646224666858 -0.0815486024191148 -0.0451200807388471 -0.13704533577901 -0.0446395037705774 0.00912563782029965 0.0136534622531715 0.0211793396539636 0.0247269675655313 0.0048997370931118 -0.0200745880079564 0.0214428455369932 -0.0204334209700886 0.00438196844227105 0.0106722477124187 0.0029876854753695 -0.00174868725938179 -0.00458966252934896 0.00486781815102083 0.00505409441984406 -0.00289367413105705 -0.00389092114786589 0.00327344750723723 -0.00687436216860901 -2.6050355303932e-05 0.00417481200513924 -0.00148065488397078 0.000360318838731794 -0.00256512866588406 0.00430241664767865 0.00362593766871766 0.00115897965431042 -0.00125873906574211 -0.00046107679974473 -0.00017781069038289 -0.00292050446860634 0.00160340775123232 0.000224182267071992 -0.000163964648359254 -8.99282977138091e-05 0.000380582367901783 -0.000629085776970063 -0.00124194567677015 0.00024018035816567 -0.000604449306008975 -0.00149782959868618 0.00114985362042364 -0.00121762511719102 0.00100367309781832 -0.000595288382273272 0.000106123384393742 0.00110296805010857 -0.00151027215798406 0.000266347265720692 0.00108245940846281 0.000362775368679256 0.000543440861427727 0.000843550408808368 0.00160877002352014 0.000966531261563944 -0.000320841086189169 0.000215759938923921 0.000942256732486275 0.00132935454404065 0.000252086952652358 0.000655732989457473 0.000686963873682167 0.000447835543438264 -0.00253293737114631 0.00134420369446184 -0.00090283737602689 -0.000288719648175922 0.000378812692985675 0.000370743938607976 -3.4555691641458e-15 "CAST/EiJ" "Inbred" "castaneus"
"CAST/EiJ LB4505650" -8.08278400244567 0.940121874186274 1.62942557114507 0.285199214984692 -0.44607090117229 -0.381725593357637 -0.291761478178925 -0.367325112131745 0.102488304020166 0.177228142015779 0.0230397669606593 -0.0522884563057694 -0.0748645680218869 -0.0693458175069447 -0.131161642211788 -0.0347326820762272 0.0163300228386336 0.0244963957447453 -0.0117840295251446 0.017364386595817 -0.0128795282921767 0.00146625154257178 0.0141624979943421 -0.0221634013389981 0.00586256084372319 0.0105478551572425 -0.00508454643862574 -0.00410182150970949 -0.000845034087861046 0.0044547500081986 -0.00624710936295377 -0.000943930150478185 -0.00739131926244739 -0.00486312392020755 0.00228291874737528 -0.00131787957502627 0.00134011024351201 0.0013962713138598 -0.0017161937519947 0.000935546234699478 -0.00575296035485563 -0.00382008091328043 -0.00350111099068059 0.000895349047478438 -0.00263789335778018 0.000733026435914795 0.00193142202319416 -0.000239036208735333 -0.000112953089542233 0.00218776371481196 3.13287497107317e-05 0.00100676518993014 -7.49082361109869e-05 0.00081614635125013 0.000195846241291368 0.00190376024334371 3.33831766054851e-05 -0.000615704064155072 0.000304532521721551 -0.0015937598715029 0.000889940176756167 -0.000208748754677034 -0.00060497849312377 0.00137201284148337 -0.000794543795128808 -0.00162421946475325 -0.0003298130903132 -0.000266592062650409 -0.000810232996702513 -0.00159872855881657 -0.00126960190869527 0.000442314306583633 -0.000488079479176756 -0.00115023532230063 -0.00137982644571356 -0.000397600538925427 -0.000671528434174049 -0.00070849740286593 -7.36029243801929e-05 0.00262308390438577 -0.00134888884842062 0.000727416986267626 0.000290701395226248 -0.000377079493248784 -0.00035193412612726 -2.80331313717852e-15 "CAST/EiJ" "Inbred" "castaneus"
"DBA/2J LB3888057" -12.7856490638496 0.415999635028759 0.794652907232242 -0.281157524708782 -0.624543149466244 0.339569334440447 0.279177039606532 -0.0490107078384264 0.0708678091383997 -0.0380922309048154 -0.115552234715482 0.111563949735511 -0.030429977817581 -0.00463849594890442 0.0317768118052642 0.010720763464715 0.0324049070414719 0.0141092679799502 1.15545093702929e-05 -0.0346551041967749 -0.0257822016739864 0.0194012001289125 0.0140492114560324 -0.0105092729997123 0.0191693815480904 -0.0208723099250259 0.015264572489348 -0.0107917083719163 0.0150999124440977 -0.0141256097750985 0.00593978242303143 -0.010127253254388 -0.000382769452847321 0.00485874053152356 -0.0101241345689011 0.00461810703182269 0.00278333212748699 0.000135584920453985 0.00297272330312917 -0.0025744684632325 0.00192337691643601 0.00344116621877566 0.00833176868673388 -0.00122569712370469 -0.000593216631051233 -0.0035463345600895 -0.00364701787865802 -0.00187167677980918 0.00237549956748371 -0.000954804826668449 -0.00574448606162732 0.00309033900199853 -0.000918569052857691 0.000580199973269573 0.0011878659809213 5.84324043272078e-05 0.000213908252147753 0.00253514342533101 7.15537186364579e-06 0.000333088266774195 7.41765964725029e-05 0.00239854279490155 0.00135708862339629 -0.000588174492358408 -0.000782943259573496 0.00165541308271766 0.000419866800486363 -1.78147970701266e-05 0.000727035159694751 -0.000306332294505758 0.000190036088542567 0.000129483104778547 -0.00061808035605998 0.000416568570303037 -0.000683918350770366 0.000514722883132843 -0.000291046964653589 -1.27563987584178e-05 0.00019305779813214 0.000942550678406482 0.000494635070440258 0.00103888538843954 0.00161810807280558 0.000229289947496006 0.000554096388932973 -2.80331313717852e-15 "DBA/2J" "Inbred" "domesticus"
"DBA/2J LB4505698" -12.025009464041 0.268518774669812 0.803450368375119 -0.191708886780581 -0.620125402310675 0.313871071263952 0.346383131822827 -0.00883112055050021 0.0719236152553802 -0.102573454036917 0.00504058097926369 0.082420903646838 -0.069088971380149 -0.0686502652635059 0.0381513209107238 -0.0185739536233937 0.0111821565532751 0.0214024939215631 0.00711984481281885 -0.0389128830510132 -0.0431832800232904 0.0418752507134658 0.0138357351876589 -0.00680159125894009 0.028502457697918 -0.0227958673210644 -0.016297691576888 0.00414622640423755 0.0262874422362106 0.00102550329855614 -0.00352005229340139 -0.00696334726577994 -0.00766194241786168 -0.00552777980128942 0.00543361506725967 -0.00393903434915021 -0.00164529293977597 0.00357530161802651 0.00280846056301508 0.00166455714734649 -0.00315101212520028 -0.00332448054830828 -0.000574647925564655 0.000237014209712758 -0.000883698811524489 -0.00108618987688752 -0.000640943273636856 -0.00357611547883812 -0.00269883570775508 0.00226668855451121 0.0032605353908417 0.00039081364213206 -0.00168568927384805 -0.000565486221224556 0.00086162183605068 -0.000915075883937494 0.000946769463733926 -0.000811574013583428 -0.00153911667370596 0.00110967184108844 -0.000321652971125983 -0.00168102202536263 -0.000742061115137888 8.44193638394053e-05 0.000146539242737741 -0.00160491597940079 -3.02674037291513e-05 0.000357427652190784 -0.000635001181624378 0.000301522105721006 6.94808533173025e-05 9.93851682083297e-05 0.000978741739234179 -0.000285892344026852 0.00112688071796806 0.000147959075672933 0.000142247286367423 0.000291777957101627 0.000396016370436073 -0.000860999141337588 -0.000490436604686353 -0.00129974868167088 -0.00147555632056811 -0.000210208045074607 -0.000600033187924828 -1.52655665885959e-15 "DBA/2J" "Inbred" "domesticus"
"FVB/NJ 1" 0.636504647293705 -5.02745003730938 -0.609407696369772 0.974346539876614 -0.151146353022489 -1.17539514995537 1.05955273353631 -0.252363025089734 0.0678710160438488 -0.0624013286418449 0.0288653587397514 -0.00705719014861482 -0.000350019178603103 0.0271848753961811 -0.00374937076865868 -0.0678724511787015 -0.0227395790437705 -0.0133751939545373 0.00536383907582497 -0.0173721165010372 0.0102689625647562 0.0020483544550746 -0.00956982213680164 -0.00176894183940703 0.0025617825522183 0.00645891989371913 -0.0067750041565048 0.0104275793030041 0.00410595169138785 0.00164524999549689 0.00137024866032545 0.0041383145052455 0.00375159607014876 -0.00119662384215707 -0.00541239493137192 -0.000295481639527927 -9.33980761375786e-05 1.19261305832653e-05 0.00057057103416497 0.000371144187075002 0.0026590625609567 -0.000907330052475053 0.00130608925746671 -0.00148066249286913 -0.000674970510278046 -0.00116153104327953 -0.000614980170158073 -0.000222695354195061 -0.00110468546701444 0.000250654683299999 -0.000761998015778207 0.00118033184587193 0.000571795405602949 0.000696541029939601 0.000496020230899823 -0.000234039790317261 -6.78161927314368e-05 0.000444217962238095 -0.00025896881405877 -9.18915080268187e-05 -5.69759633204147e-05 0.000370141704055813 -8.61539051133092e-05 0.000591914001077398 0.000139987372720286 0.000251371808574463 0.000197108745069726 9.21041776642678e-05 0.000160367166310901 -0.00012026460298701 0.000299548425824483 0.000204294222587262 -0.000224854737545709 3.45484730850439e-05 -0.000299087877904227 7.52097598295774e-05 -3.88991342765632e-05 6.60835855893702e-05 6.4180378898885e-06 0.000183923107995097 5.48955282091215e-05 -0.000108945338558524 -1.86172219104712e-05 4.20516346065353e-05 7.14061847202144e-05 -3.22658566531686e-15 "FVB/NJ" "Inbred" "domesticus"
"LEWES/EiJ LBA" -15.5874966036875 0.152264212164771 0.387411820840256 1.63400699727801 0.263986928328325 0.220130276876591 0.420351284265787 0.713778053601968 -0.0130448703621926 0.0751401818560632 -0.0814742628962786 0.083355272613977 0.0170549860026634 -0.106383794194313 -0.044615626596328 -0.0476867300700408 0.0396864537790266 0.0816187379010672 0.00312725675311211 0.00827517088524453 0.0222666696217304 -0.0128062996114629 0.0385522920138357 0.0120855795324587 -0.0182198388776881 0.0153169075888808 -0.00268295578972932 -0.0133334779695471 -0.00876569658281144 -0.00189555838911058 0.00800068276419834 0.0195534754532059 0.000649784283070111 0.00936322954988611 0.00460459977340859 -0.00225499257438088 0.000701781066040262 0.00746262613397958 -0.000127942203061126 0.00481233312977966 0.00289937659945162 -0.00234002884068893 -0.00332199045598519 0.000695734757952925 0.00139407801132121 -0.000856459358519926 -0.000849045836115091 0.000383731669502722 -0.000128502138288539 0.00190989416965867 -0.00113351623145886 0.000525446055319283 -0.00184808484482045 -0.000471499594800168 0.00178502557035863 0.00181891867231107 0.000162356047825503 -0.000405639428637597 -0.000518147205982387 -0.000794481783391698 -0.000495196729910904 -0.000610980610812151 -0.0001543173501658 -0.000522903031368267 -0.000220981840309845 -0.000310757864184441 5.82324816679539e-05 -0.0002709635519367 0.000401761207215606 -0.000208502993998936 -0.000450109904554213 -0.000497125903191481 0.000144261397838644 3.24497728574832e-05 -7.0183157860752e-05 0.000265554278948341 -8.75652812333122e-05 1.28206063718384e-05 2.13158707223528e-05 9.67400694388589e-05 0.000107982992301831 -3.25237741604471e-05 1.20376706542434e-05 4.74870646423181e-05 -3.13238443327146e-05 -1.52655665885959e-15 "LEWES/EiJ" "Inbred" "domesticus"
"MOLF/EiJ 2" -10.7405005627288 0.709085720604595 -1.97487068326427 -0.371111473055159 0.017753724427809 0.129591740258595 -0.210444457702104 -0.303806022881354 0.119354280874158 0.105029343216076 -0.169077215580643 -0.151330199503904 0.110135216960443 -0.0560606949831337 0.0597187051422125 -0.141808999016135 -0.0795015348682248 -0.00236640395619977 -0.0508383039207073 0.018223414058689 -0.033516112612311 0.0457308557940177 0.0190206555553833 0.0462919007006034 -0.018729494627976 0.014565357908068 -0.0128716080444207 0.000855387033164796 8.05945345533562e-05 -0.00690375873294285 0.0151061401249854 0.00584101001698179 0.0159580139337343 -0.00215797605231 0.00106347367780309 -0.00452126509503198 -0.00389360652120278 0.0018599833436219 0.00319943113517539 0.000270874104116907 0.00169900414760557 0.00157676087651047 0.00075840327283104 -0.00093907896056933 -0.000855113272853959 -0.000482011535405245 -0.000490723292823438 0.00164985055545673 0.000972218112779205 -0.000262080516335163 -0.000930295061246023 0.000690791477913268 0.000374603507653509 -0.000136644493144621 -7.88619404636787e-06 -1.66502200560151e-05 -0.000293145939455466 0.000382062737986091 0.000573384255527602 3.26848680583941e-06 0.000181693297801913 -0.000277429697488127 -0.000172646141558347 0.000159873464331675 0.000166249332011759 -0.000298409846889978 -0.000137270586214128 -0.000134476936159774 0.000133447787606225 -9.61055037566481e-06 0.000243541792591381 2.6097511527004e-05 1.98127703151044e-05 6.08379757412736e-05 -0.000204365431876343 -0.000317203278153617 0.000127481895113192 -3.84369164092221e-05 -7.22212761265599e-06 8.74993542416104e-06 6.91136551553631e-05 3.73610878294031e-05 -3.49019629616951e-05 2.31649694218961e-05 1.49407329677123e-05 -3.62210261783957e-15 "MOLF/EiJ" "Inbred" "molossinus"
"PWK/PhJ LB3888058" -18.6465870401297 0.474438504416139 -3.7700471538704 0.628676362992812 0.552600453757607 0.404224699535475 0.1100822576441 -0.255364155896045 -0.0518249646393228 -0.00757657384473366 0.0522628724636813 0.0201518245371034 -0.0844000117578883 0.0763253531166064 -0.0654622678596109 0.0529710390602841 0.0152897217006644 -0.0363797447001926 0.00855283340423516 0.0144558140964842 0.00262563401085399 -0.00351769718200329 0.00396815747634141 -0.0127811955118942 0.00226823939207002 0.00657852450390085 0.00873342456486819 -0.00849974217863367 -0.0010001458007694 -0.00123051818094931 0.000244090794124123 0.002677484379246 0.000729070707582748 0.00449113508237167 -0.00520682743427943 0.0045210390443897 0.00332378471206062 -0.00110501830567622 -0.000122622532640285 -0.00147544397782852 0.000356356308433795 0.000561890451055161 0.00360679977330639 -0.000316309406419607 -0.000400361952610874 -7.10232322516866e-05 -0.000611065603416074 0.0034329253041322 -0.000528071345724345 0.000121299559731305 -0.00189203895928274 0.00124009280399218 -0.000330264706076108 0.000377721537886157 -0.000785226113273349 -0.000158740522077955 0.000534348694986177 -0.000936966159688038 0.000824225003960101 0.000956262001159724 0.000942562524848649 0.000530422093203923 0.00121553097840077 -0.000751172381256299 7.73142257720696e-05 -0.000370750843837701 -0.00125784854387481 -0.000321943350092247 0.00065034858717794 -0.000914762670872719 0.00116532815768533 -0.000725694451592332 0.00166386162490866 0.0012428708055021 -0.00102987905947131 0.000338128647214941 -0.000637329054128648 0.0010657668980389 -0.00108455663241036 0.000604618105355589 -0.00124575215133846 -0.00214667081780593 0.000157659099167425 -0.000154278639900293 -0.000322562830730636 -3.33066907387547e-15 "PWK/PhJ" "Inbred" "musculus"
"PWK/PhJ LB4505686" -17.4917714559182 0.455528433506741 -3.68491969877459 0.607024683009968 0.594450859349167 0.332941655815224 0.156894229771582 -0.207766469521634 -0.0544887408185919 -0.0610068045151948 0.115050991197944 0.0166335757959029 -0.0624162296884118 0.0328508018985848 -0.0601494015107648 0.0140321635732665 0.00375058991231903 -0.0345172302366017 0.038804174798598 0.017740287459372 -0.0138514775733997 0.00402247641093975 0.010170580493366 -0.00589497009703041 0.0121396029983259 -0.00316054008992549 -0.00884211391866154 -0.000480039906330769 -0.00225203557660678 0.00985796497941092 -0.00146586722941115 -0.00202609980823746 -0.00619575103981163 -0.000193909923592236 0.00385904693988874 -0.000539616955968544 0.00175388355806861 0.000504739307998874 0.000528019686565328 0.00193562916855129 -0.00292953842582842 -0.000579445186740801 -0.00421029784488379 0.000797339372332923 0.00118018539472152 0.000852150137178008 0.000407742821515066 -0.00291807994449358 -1.71640943876176e-05 0.000356688072911331 0.00168644967501335 -0.000945080585915428 2.01419860731446e-05 -0.000834973886449597 0.000502682075012771 0.000374088434155373 -0.000292694793408543 0.000394381457979751 -0.000690365370070577 -0.000940820456699284 -0.0010695720450825 -0.000100893686858949 -0.00109779304386137 0.000722322993651082 -8.06276314099415e-05 0.000296843001647756 0.00145132798639714 0.000398979020259904 -0.000766177787815153 0.000999051571133764 -0.0012252427023902 0.000660444673290295 -0.00176592116143727 -0.00146082426861485 0.00114269662214509 -0.000313551237829456 0.000576608210837456 -0.00103110692144194 0.00114970405660628 -0.000618162833547068 0.00132161083330878 0.00217839009757877 -0.000148028648801049 0.000166426535291149 0.000334130368346897 -2.75474087985117e-15 "PWK/PhJ" "Inbred" "musculus"
